SIM-B-016003ACT-B-005 D00000014230020260224565122Simulated deposit                       00
SIM-B-016004ACT-B-007 T00000005950020260224565122Simulated internal transfer             00
SIM-B-017001ACT-B-001 D00000048400020260224565629Simulated deposit                       00
SIM-B-017002ACT-B-003 T00000011360020260224565629Outbound interbank transfer             00
SIM-B-017003ACT-B-004 T00000027990020260224565629Simulated internal transfer             00
SIM-B-017004ACT-B-005 W00000017180020260224565629Simulated withdrawal                    00
SIM-B-017005ACT-B-006 W00000003400020260224565629Simulated withdrawal                    00
SIM-B-018001ACT-B-002 T00000027460020260224570139Simulated internal transfer             00
SIM-B-018002ACT-B-004 W00000009280020260224570139Simulated withdrawal                    00
SIM-B-018003ACT-B-006 D00000034460020260224570139Simulated deposit                       00
SIM-B-019001ACT-B-002 D00000019130020260224570534Simulated deposit                       00
SIM-B-019002ACT-B-004 D00000018050020260224570534Simulated deposit                       00
SIM-B-019003ACT-B-006 T00000016510020260224570534Simulated internal transfer             00
SIM-B-019004ACT-B-007 W00000007010020260224570534Simulated withdrawal                    00
SIM-B-020001ACT-B-001 D00000026930020260224571042Simulated deposit                       00
SIM-B-020002ACT-B-003 T00000009550020260224571042Simulated internal transfer             00
SIM-B-020003ACT-B-005 W00000012890020260224571042Simulated withdrawal                    00
SIM-B-020004ACT-B-007 D00000005190020260224571042Simulated deposit                       00
SIM-B-021001ACT-B-001 T00000009020020260224571559Simulated internal transfer             00
SIM-B-021002ACT-B-003 W00000018770020260224571559Simulated withdrawal                    00
SIM-B-021003ACT-B-005 D00000038280020260224571559Simulated deposit                       00
SIM-B-021004ACT-B-007 T00000013600020260224571559Outbound interbank transfer             00
SIM-B-022001ACT-B-001 D00000022950020260224572080Simulated deposit                       00
SIM-B-022002ACT-B-002 D00000047160020260224572080Simulated deposit                       00
SIM-B-022003ACT-B-003 D00000021870020260224572080Simulated deposit                       00
SIM-B-022004ACT-B-004 T00000010840020260224572080Outbound interbank transfer             00
SIM-B-022005ACT-B-006 W00000016500020260224572080Simulated withdrawal                    00
SIM-B-023001ACT-B-002 T00000020110020260224572582Simulated internal transfer             00
SIM-B-023002ACT-B-004 W00000002630020260224572582Simulated withdrawal                    00
SIM-B-023003ACT-B-006 D00000009010020260224572582Simulated deposit                       00
SIM-B-024001ACT-B-002 W00000008510020260224573097Simulated withdrawal                    00
SIM-B-024002ACT-B-004 D00000042100020260224573097Simulated deposit                       00
SIM-B-024003ACT-B-005 D00000016810020260224573097Simulated deposit                       00
SIM-B-024004ACT-B-006 T00000035960020260224573097Outbound interbank transfer             00
SIM-B-024005ACT-B-007 T00000015590020260224573097Simulated internal transfer             00
SIM-B-025001ACT-B-001 D00000001480020260224573504Simulated deposit                       00
SIM-B-025002ACT-B-003 T00000033200020260224573504Outbound interbank transfer             00
SIM-B-025003ACT-B-005 T00000015060020260224573504Simulated internal transfer             00
SIM-B-025004ACT-B-007 W00000018180020260224573504Simulated withdrawal                    00
