day,date,time,type,source_bank,source_account,dest_bank,dest_account,amount,status,description,ref
5,2026-03-02,14:30,W,BANK_E,ACT-E-007,BANK_E,ACT-E-007,54.01,00,Community dues,
5,2026-03-02,16:27,D,BANK_E,ACT-E-003,BANK_E,ACT-E-003,2212.23,00,Donation deposit,
5,2026-03-02,17:10,W,BANK_E,ACT-E-003,BANK_E,ACT-E-003,80.2,00,Utility PMT,
5,2026-03-02,17:30,W,BANK_E,ACT-E-005,BANK_E,ACT-E-005,171.53,00,Community dues,
7,2026-03-04,08:01,T,BANK_E,ACT-E-001,BANK_E,ACT-E-005,1416.54,00,Holiday club deposit,
7,2026-03-04,09:47,W,BANK_E,ACT-E-002,BANK_E,ACT-E-002,232.36,00,Local vendor PMT,
7,2026-03-04,10:59,W,BANK_E,ACT-E-008,BANK_E,ACT-E-008,152.92,00,Utility PMT,
7,2026-03-04,11:06,T,BANK_E,ACT-E-004,BANK_E,ACT-E-008,370.96,00,Holiday club deposit,
7,2026-03-04,12:15,T,BANK_E,ACT-E-001,BANK_E,ACT-E-008,1293.11,00,Emergency fund,
7,2026-03-04,13:09,D,BANK_E,ACT-E-002,BANK_E,ACT-E-002,2282.23,00,Community share payout,
8,2026-03-05,10:16,T,BANK_E,ACT-E-001,BANK_E,ACT-E-006,1242.06,00,Youth savings deposit,
8,2026-03-05,13:06,W,BANK_E,ACT-E-007,BANK_E,ACT-E-007,100.51,00,Co-op fee,
8,2026-03-05,14:59,D,BANK_E,ACT-E-003,BANK_E,ACT-E-003,1785.39,00,Donation deposit,
8,2026-03-05,15:08,D,BANK_E,ACT-E-007,BANK_E,ACT-E-007,2498.74,00,Community share payout,
8,2026-03-05,15:41,W,BANK_E,ACT-E-005,BANK_E,ACT-E-005,247.3,00,Local vendor PMT,
8,2026-03-05,17:59,D,BANK_E,ACT-E-001,BANK_E,ACT-E-001,3150.42,00,Cooperative dividend,
9,2026-03-06,08:12,W,BANK_E,ACT-E-006,BANK_E,ACT-E-006,199.55,00,Utility PMT,
9,2026-03-06,08:33,D,BANK_E,ACT-E-002,BANK_E,ACT-E-002,2788.25,00,Grant disbursement,
9,2026-03-06,10:03,W,BANK_E,ACT-E-008,BANK_E,ACT-E-008,224.06,00,Rent payment,
9,2026-03-06,12:02,W,BANK_E,ACT-E-004,BANK_E,ACT-E-004,53.37,00,Rent payment,
9,2026-03-06,12:35,W,BANK_E,ACT-E-006,BANK_E,ACT-E-006,19.56,00,Co-op fee,
9,2026-03-06,14:28,T,BANK_E,ACT-E-006,BANK_E,ACT-E-008,1343.1,00,Holiday club deposit,
10,2026-03-09,08:23,D,BANK_E,ACT-E-003,BANK_E,ACT-E-003,1338.25,00,Donation deposit,
10,2026-03-09,09:55,W,BANK_E,ACT-E-002,BANK_E,ACT-E-002,58.27,00,Community dues,
10,2026-03-09,11:20,W,BANK_E,ACT-E-001,BANK_E,ACT-E-001,137.35,00,Rent payment,
10,2026-03-09,14:14,T,BANK_E,ACT-E-006,BANK_E,ACT-E-002,940.72,00,Emergency fund,
11,2026-03-10,13:26,T,BANK_E,ACT-E-001,BANK_E,ACT-E-007,862.04,00,Youth savings deposit,
11,2026-03-10,13:58,D,BANK_E,ACT-E-006,BANK_E,ACT-E-006,3131.91,00,Donation deposit,
11,2026-03-10,17:22,D,BANK_E,ACT-E-006,BANK_E,ACT-E-006,1276.96,00,Grant disbursement,
12,2026-03-11,13:01,W,BANK_E,ACT-E-006,BANK_E,ACT-E-006,211.56,00,Community dues,
12,2026-03-11,16:16,W,BANK_E,ACT-E-007,BANK_E,ACT-E-007,102.77,00,Rent payment,
12,2026-03-11,17:07,T,BANK_E,ACT-E-004,BANK_E,ACT-E-001,646.96,00,Emergency fund,
12,2026-03-11,17:46,T,BANK_E,ACT-E-001,BANK_E,ACT-E-005,1471.27,00,Share account transfer,
13,2026-03-12,10:21,T,BANK_E,ACT-E-005,BANK_E,ACT-E-001,1384.63,00,Emergency fund,
13,2026-03-12,14:34,D,BANK_E,ACT-E-004,BANK_E,ACT-E-004,3028.75,00,Community share payout,
13,2026-03-12,16:11,T,BANK_E,ACT-E-004,BANK_E,ACT-E-006,876.84,00,Share account transfer,
14,2026-03-13,16:43,D,BANK_E,ACT-E-001,BANK_E,ACT-E-001,3323.16,00,Community share payout,
16,2026-03-17,08:52,D,BANK_E,ACT-E-005,BANK_E,ACT-E-005,2056.6,00,Stipend payment,
16,2026-03-17,10:45,D,BANK_E,ACT-E-001,BANK_E,ACT-E-001,2940.09,00,Grant disbursement,
16,2026-03-17,10:58,W,BANK_E,ACT-E-007,BANK_E,ACT-E-007,137.12,00,Community dues,
16,2026-03-17,11:16,W,BANK_E,ACT-E-006,BANK_E,ACT-E-006,121.76,00,Community dues,
16,2026-03-17,11:57,W,BANK_E,ACT-E-005,BANK_E,ACT-E-005,223.93,00,Community dues,
16,2026-03-17,12:54,W,BANK_E,ACT-E-001,BANK_E,ACT-E-001,239.96,00,Local vendor PMT,
17,2026-03-18,08:22,D,BANK_E,ACT-E-006,BANK_E,ACT-E-006,2180.04,00,Stipend payment,
17,2026-03-18,08:47,T,BANK_E,ACT-E-005,BANK_E,ACT-E-001,1166.61,00,Youth savings deposit,
17,2026-03-18,10:09,D,BANK_E,ACT-E-001,BANK_E,ACT-E-001,2047.9,00,Grant disbursement,
17,2026-03-18,10:55,D,BANK_E,ACT-E-002,BANK_E,ACT-E-002,2805.5,00,Donation deposit,
17,2026-03-18,11:23,D,BANK_E,ACT-E-006,BANK_E,ACT-E-006,1942.16,00,Donation deposit,
17,2026-03-18,11:38,W,BANK_E,ACT-E-002,BANK_E,ACT-E-002,182.44,00,Local vendor PMT,
17,2026-03-18,12:05,T,BANK_E,ACT-E-008,BANK_E,ACT-E-006,1322.13,00,Holiday club deposit,
17,2026-03-18,12:28,W,BANK_E,ACT-E-004,BANK_E,ACT-E-004,70.53,00,Co-op fee,
18,2026-03-19,09:13,D,BANK_E,ACT-E-001,BANK_E,ACT-E-001,2105.73,00,Community share payout,
18,2026-03-19,09:39,W,BANK_E,ACT-E-001,BANK_E,ACT-E-001,145.36,00,Utility PMT,
18,2026-03-19,10:43,W,BANK_E,ACT-E-005,BANK_E,ACT-E-005,76.26,00,Community dues,
18,2026-03-19,11:40,T,BANK_E,ACT-E-005,BANK_E,ACT-E-006,193.65,00,Share account transfer,
18,2026-03-19,13:31,W,BANK_E,ACT-E-001,BANK_E,ACT-E-001,157.73,00,Community dues,
19,2026-03-20,09:09,D,BANK_E,ACT-E-007,BANK_E,ACT-E-007,2121.95,00,Cooperative dividend,
20,2026-03-23,10:16,D,BANK_E,ACT-E-003,BANK_E,ACT-E-003,1254.48,00,Stipend payment,
20,2026-03-23,10:26,W,BANK_E,ACT-E-003,BANK_E,ACT-E-003,148.22,00,Rent payment,
20,2026-03-23,16:59,T,BANK_E,ACT-E-002,BANK_E,ACT-E-006,604.49,00,Holiday club deposit,
21,2026-03-24,11:04,T,BANK_E,ACT-E-007,BANK_E,ACT-E-003,1063.06,00,Holiday club deposit,
21,2026-03-24,11:30,T,BANK_E,ACT-E-006,BANK_E,ACT-E-008,1419.35,00,Emergency fund,
21,2026-03-24,13:30,W,BANK_E,ACT-E-005,BANK_E,ACT-E-005,215.35,00,Community dues,
21,2026-03-24,14:32,T,BANK_E,ACT-E-001,BANK_E,ACT-E-003,1469.02,00,Holiday club deposit,
22,2026-03-25,08:00,W,BANK_E,ACT-E-006,BANK_E,ACT-E-006,241.26,00,Rent payment,
22,2026-03-25,10:03,T,BANK_E,ACT-E-002,BANK_E,ACT-E-005,669.89,00,Emergency fund,
22,2026-03-25,10:06,D,BANK_E,ACT-E-004,BANK_E,ACT-E-004,3089.05,00,Cooperative dividend,
22,2026-03-25,12:26,D,BANK_E,ACT-E-006,BANK_E,ACT-E-006,3264.57,00,Donation deposit,
22,2026-03-25,12:50,W,BANK_E,ACT-E-001,BANK_E,ACT-E-001,96.46,00,Rent payment,
22,2026-03-25,13:18,D,BANK_E,ACT-E-001,BANK_E,ACT-E-001,3184.38,00,Stipend payment,
22,2026-03-25,15:48,W,BANK_E,ACT-E-004,BANK_E,ACT-E-004,41.89,00,Co-op fee,
22,2026-03-25,15:55,T,BANK_E,ACT-E-006,BANK_E,ACT-E-001,852.44,00,Holiday club deposit,
23,2026-03-26,09:14,W,BANK_E,ACT-E-008,BANK_E,ACT-E-008,137.41,00,Rent payment,
23,2026-03-26,12:07,T,BANK_E,ACT-E-006,BANK_E,ACT-E-004,792.92,00,Share account transfer,
23,2026-03-26,12:46,W,BANK_E,ACT-E-007,BANK_E,ACT-E-007,19.04,00,Rent payment,
23,2026-03-26,14:28,W,BANK_E,ACT-E-003,BANK_E,ACT-E-003,30.69,00,Local vendor PMT,
23,2026-03-26,15:12,T,BANK_E,ACT-E-004,BANK_E,ACT-E-006,620.21,00,Emergency fund,
23,2026-03-26,16:25,D,BANK_E,ACT-E-004,BANK_E,ACT-E-004,2706.74,00,Grant disbursement,
24,2026-03-27,11:10,T,BANK_E,ACT-E-006,BANK_E,ACT-E-001,370.92,00,Share account transfer,
24,2026-03-27,13:13,T,BANK_E,ACT-E-007,BANK_E,ACT-E-005,791.44,00,Holiday club deposit,
24,2026-03-27,16:14,T,BANK_E,ACT-E-004,BANK_E,ACT-E-008,207.63,00,Holiday club deposit,
24,2026-03-27,16:39,D,BANK_E,ACT-E-008,BANK_E,ACT-E-008,1436.71,00,Cooperative dividend,
24,2026-03-27,16:45,T,BANK_E,ACT-E-007,BANK_E,ACT-E-008,1103.38,00,Holiday club deposit,
25,2026-03-30,09:30,D,BANK_E,ACT-E-007,BANK_E,ACT-E-007,3245.61,00,Stipend payment,
25,2026-03-30,14:45,D,BANK_E,ACT-E-004,BANK_E,ACT-E-004,1776.54,00,Cooperative dividend,
25,2026-03-30,15:28,W,BANK_E,ACT-E-006,BANK_E,ACT-E-006,59.12,00,Local vendor PMT,
25,2026-03-30,17:30,D,BANK_E,ACT-E-004,BANK_E,ACT-E-004,2984.6,00,Donation deposit,
25,2026-03-30,17:46,D,BANK_E,ACT-E-006,BANK_E,ACT-E-006,2440.75,00,Community share payout,
