TRX-E-000030ACT-E-001  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-003              00
TRX-E-000031ACT-E-004  00000000000020260217101530XFER-TO-BANK_A-ACT-A-007                00
TRX-E-000032ACT-E-002  00000000000020260217101530XFER-TO-BANK_B-ACT-B-004                00
TRX-E-000033ACT-E-005  00000000000020260217101530XFER-TO-BANK_B-ACT-B-004                00
TRX-E-000034ACT-E-005  00000000000020260217101530XFER-TO-BANK_B-ACT-B-005                00
TRX-E-000035ACT-E-006  00000000000020260217101530XFER-TO-BANK_B-ACT-B-002                00
TRX-E-000036ACT-E-005  00000000000020260217101530XFER-TO-BANK_A-ACT-A-001                00
TRX-E-000037ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-004              00
TRX-E-000038ACT-E-004  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-003              00
TRX-E-000039ACT-E-007  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-005              00
TRX-E-000040ACT-E-008  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-002              00
TRX-E-000041ACT-E-007  00000000000020260217101530XFER-TO-BANK_C-ACT-C-008                00
TRX-E-000042ACT-E-005  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-006              00
TRX-E-000043ACT-E-004  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-001              00
TRX-E-000044ACT-E-007  00000000000020260217101530XFER-TO-BANK_C-ACT-C-004                00
TRX-E-000045ACT-E-003  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-007              00
TRX-E-000046ACT-E-001  00000000000020260217101530XFER-TO-BANK_A-ACT-A-002                00
TRX-E-000047ACT-E-004  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-006              00
TRX-E-000048ACT-E-005  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-004              00
TRX-E-000049ACT-E-002  00000000000020260217101530XFER-TO-BANK_D-ACT-D-005                00
TRX-E-000050ACT-E-006  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-006              00
TRX-E-000051ACT-E-008  00000000000020260217101530XFER-TO-BANK_D-ACT-D-006                00
TRX-E-000052ACT-E-001  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-006              00
TRX-E-000053ACT-E-005  00000000000020260217101530XFER-TO-BANK_B-ACT-B-003                00
TRX-E-000054ACT-E-004  00000000000020260217101530XFER-TO-BANK_C-ACT-C-002                00
TRX-E-000055ACT-E-008  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-004              00
TRX-E-000056ACT-E-002  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-005              00
TRX-E-000057ACT-E-002  00000000000020260217101530XFER-TO-BANK_C-ACT-C-007                00
TRX-E-000058ACT-E-007  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-004              00
TRX-E-000059ACT-E-005  00000000000020260217101530XFER-TO-BANK_C-ACT-C-001                00
TRX-E-000060ACT-E-002  00000000000020260217101530XFER-TO-BANK_B-ACT-B-002                00
TRX-E-000061ACT-E-006  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-007              00
TRX-E-000062ACT-E-005  00000000000020260217101530XFER-TO-BANK_B-ACT-B-004                00
TRX-E-000063ACT-E-004  00000000000020260217101530XFER-TO-BANK_B-ACT-B-005                00
TRX-E-000064ACT-E-006  00000000000020260217101530XFER-TO-BANK_C-ACT-C-005                00
TRX-E-000065ACT-E-007  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-005              00
TRX-E-000066ACT-E-007  00000000000020260217101530XFER-TO-BANK_B-ACT-B-002                00
TRX-E-000067ACT-E-008  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-003              00
TRX-E-000068ACT-E-008  00000000000020260217101530XFER-TO-BANK_D-ACT-D-005                00
TRX-E-000069ACT-E-004  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-003              00
TRX-E-000070ACT-E-005  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-008              00
TRX-E-000071ACT-E-003  00000000000020260217101530XFER-TO-BANK_C-ACT-C-006                00
TRX-E-000072ACT-E-005  00000000000020260217101530XFER-TO-BANK_C-ACT-C-006                00
TRX-E-000073ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-008              00
TRX-E-000074ACT-E-008  00000000000020260217101530XFER-TO-BANK_B-ACT-B-006                00
TRX-E-000075ACT-E-001  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-005              00
TRX-E-000076ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-002              00
TRX-E-000077ACT-E-004  00000000000020260217101530XFER-TO-BANK_B-ACT-B-003                00
TRX-E-000078ACT-E-004  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-007              00
TRX-E-000079ACT-E-004  00000000000020260217101530XFER-TO-BANK_C-ACT-C-003                00
TRX-E-000080ACT-E-005  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000081ACT-E-002  00000000000020260217101530XFER-TO-BANK_B-ACT-B-003                00
TRX-E-000082ACT-E-002  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-004              00
TRX-E-000083ACT-E-005  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-004              00
TRX-E-000084ACT-E-002  00000000000020260217101530XFER-TO-BANK_A-ACT-A-006                00
TRX-E-000085ACT-E-003  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-006              00
TRX-E-000086ACT-E-004  00000000000020260217101530XFER-TO-BANK_C-ACT-C-007                00
TRX-E-000087ACT-E-006  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-004              00
TRX-E-000088ACT-E-008  00000000000020260217101530XFER-TO-BANK_D-ACT-D-006                00
TRX-E-000089ACT-E-008  00000000000020260217101530XFER-TO-BANK_C-ACT-C-005                00
TRX-E-000090ACT-E-002  00000000000020260217101530XFER-TO-BANK_D-ACT-D-003                00
TRX-E-000091ACT-E-003  00000000000020260217101530XFER-TO-BANK_B-ACT-B-007                00
TRX-E-000092ACT-E-004  00000000000020260217101530XFER-TO-BANK_D-ACT-D-006                00
TRX-E-000093ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-001              00
TRX-E-000094ACT-E-002  00000000000020260217101530XFER-TO-BANK_D-ACT-D-006                00
TRX-E-000095ACT-E-005  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-004              00
TRX-E-000096ACT-E-002  00000000000020260217101530XFER-TO-BANK_A-ACT-A-006                00
TRX-E-000097ACT-E-003  00000000000020260217101530XFER-TO-BANK_D-ACT-D-004                00
TRX-E-000098ACT-E-001  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-008              00
TRX-E-000099ACT-E-002  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000100ACT-E-008  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-001              00
TRX-E-000101ACT-E-006  00000000000020260217101530XFER-TO-BANK_D-ACT-D-006                00
TRX-E-000102ACT-E-007  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-007              00
TRX-E-000103ACT-E-005  00000000000020260217101530XFER-TO-BANK_C-ACT-C-003                00
TRX-E-000104ACT-E-001  00000000000020260217101530XFER-TO-BANK_A-ACT-A-005                00
TRX-E-000105ACT-E-005  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-006              00
TRX-E-000106ACT-E-003  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000107ACT-E-006  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-003              00
TRX-E-000108ACT-E-002  00000000000020260217101530XFER-TO-BANK_B-ACT-B-003                00
TRX-E-000109ACT-E-003  00000000000020260217101530XFER-TO-BANK_D-ACT-D-003                00
TRX-E-000110ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-004              00
TRX-E-000111ACT-E-005  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-008              00
TRX-E-000112ACT-E-006  00000000000020260217101530XFER-TO-BANK_D-ACT-D-004                00
TRX-E-000113ACT-E-006  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000114ACT-E-008  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000115ACT-E-003  00000000000020260217101530XFER-TO-BANK_B-ACT-B-005                00
TRX-E-000116ACT-E-003  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-003              00
TRX-E-000117ACT-E-001  00000000000020260217101530XFER-TO-BANK_B-ACT-B-007                00
TRX-E-000118ACT-E-006  00000000000020260217101530XFER-TO-BANK_D-ACT-D-002                00
TRX-E-000119ACT-E-007  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-002              00
TRX-E-000120ACT-E-008  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-001              00
TRX-E-000121ACT-E-001  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-005              00
TRX-E-000122ACT-E-003  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-006              00
TRX-E-000123ACT-E-003  00000000000020260217101530XFER-TO-BANK_D-ACT-D-004                00
TRX-E-000124ACT-E-004  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-002              00
TRX-E-000125ACT-E-004  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-006              00
TRX-E-000126ACT-E-006  00000000000020260217101530XFER-TO-BANK_C-ACT-C-005                00
TRX-E-000127ACT-E-008  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-006              00
TRX-E-000128ACT-E-004  00000000000020260217101530XFER-TO-BANK_C-ACT-C-003                00
TRX-E-000129ACT-E-007  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-004              00
TRX-E-000130ACT-E-004  00000000000020260217101530XFER-TO-BANK_B-ACT-B-005                00
TRX-E-000131ACT-E-007  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-005              00
TRX-E-000132ACT-E-005  00000000000020260217101530XFER-TO-BANK_B-ACT-B-007                00
TRX-E-000133ACT-E-004  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-008              00
TRX-E-000134ACT-E-003  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-001              00
TRX-E-000135ACT-E-001  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-002              00
TRX-E-000136ACT-E-001  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-005              00
TRX-E-000137ACT-E-003  00000000000020260217101530XFER-TO-BANK_C-ACT-C-007                00
TRX-E-000138ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-007              00
TRX-E-000139ACT-E-007  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-007              00
TRX-E-000140ACT-E-002  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-004              00
TRX-E-000141ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-007              00
TRX-E-000142ACT-E-002  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-007              00
TRX-E-000143ACT-E-006  00000000000020260217101530XFER-TO-BANK_D-ACT-D-004                00
TRX-E-000144ACT-E-007  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-003              00
TRX-E-000145ACT-E-004  00000000000020260217101530XFER-TO-BANK_D-ACT-D-005                00
TRX-E-000146ACT-E-001  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-007              00
TRX-E-000147ACT-E-003  00000000000020260217101530XFER-TO-BANK_A-ACT-A-006                00
TRX-E-000148ACT-E-003  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-004              00
TRX-E-000149ACT-E-008  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-004              00
TRX-E-000150ACT-E-005  00000000000020260217101530XFER-TO-BANK_B-ACT-B-005                00
TRX-E-000151ACT-E-003  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-007              00
TRX-E-000152ACT-E-008  00000000000020260217101530XFER-TO-BANK_A-ACT-A-003                00
TRX-E-000153ACT-E-008  00000000000020260217101530XFER-TO-BANK_D-ACT-D-004                00
TRX-E-000154ACT-E-004  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-001              00
TRX-E-000155ACT-E-002  00000000000020260217101530XFER-TO-BANK_A-ACT-A-008                00
TRX-E-000156ACT-E-007  00000000000020260217101530XFER-TO-BANK_A-ACT-A-001                00
TRX-E-000157ACT-E-001  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000158ACT-E-008  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-003              00
TRX-E-000159ACT-E-005  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-003              00
TRX-E-000160ACT-E-002  00000000000020260217101530XFER-TO-BANK_C-ACT-C-006                00
TRX-E-000161ACT-E-001  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-008              00
TRX-E-000162ACT-E-004  00000000000020260217101530XFER-TO-BANK_C-ACT-C-007                00
TRX-E-000163ACT-E-005  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-003              00
TRX-E-000164ACT-E-004  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-001              00
TRX-E-000165ACT-E-005  00000000000020260217101530XFER-TO-BANK_A-ACT-A-003                00
TRX-E-000166ACT-E-002  00000000000020260217101530XFER-TO-BANK_C-ACT-C-008                00
TRX-E-000167ACT-E-004  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-006              00
TRX-E-000168ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-001              00
TRX-E-000169ACT-E-004  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-001              00
TRX-E-000170ACT-E-002  00000000000020260217101530XFER-TO-BANK_D-ACT-D-005                00
TRX-E-000171ACT-E-003  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-007              00
TRX-E-000172ACT-E-005  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-002              00
TRX-E-000173ACT-E-008  00000000000020260217101530XFER-TO-BANK_B-ACT-B-005                00
TRX-E-000174ACT-E-003  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-003              00
TRX-E-000175ACT-E-006  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-006              00
TRX-E-000176ACT-E-006  00000000000020260217101530XFER-TO-BANK_B-ACT-B-003                00
TRX-E-000177ACT-E-007  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-004              00
TRX-E-000178ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-002              00
TRX-E-000179ACT-E-003  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-004              00
TRX-E-000180ACT-E-008  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-006              00
TRX-E-000181ACT-E-002  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-003              00
TRX-E-000182ACT-E-008  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-005              00
TRX-E-000183ACT-E-001  00000000000020260217101530XFER-TO-BANK_D-ACT-D-004                00
TRX-E-000184ACT-E-005  00000000000020260217101530XFER-TO-BANK_D-ACT-D-001                00
TRX-E-000185ACT-E-003  00000000000020260217101530XFER-TO-BANK_A-ACT-A-002                00
TRX-E-000186ACT-E-005  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-003              00
TRX-E-000187ACT-E-006  00000000000020260217101530XFER-TO-BANK_A-ACT-A-005                00
TRX-E-000188ACT-E-007  00000000000020260217101530XFER-TO-BANK_A-ACT-A-002                00
TRX-E-000189ACT-E-008  00000000000020260217101530XFER-TO-BANK_C-ACT-C-008                00
TRX-E-000190ACT-E-001  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-007              00
TRX-E-000191ACT-E-008  00000000000020260217101530XFER-TO-BANK_C-ACT-C-005                00
TRX-E-000192ACT-E-007  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-006              00
TRX-E-000193ACT-E-006  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-008              00
TRX-E-000194ACT-E-006  00000000000020260217101530XFER-TO-BANK_D-ACT-D-001                00
TRX-E-000195ACT-E-007  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-007              00
TRX-E-000196ACT-E-005  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000197ACT-E-004  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-004              00
TRX-E-000198ACT-E-005  00000000000020260217101530XFER-TO-BANK_A-ACT-A-004                00
TRX-E-000199ACT-E-003  00000000000020260217101530XFER-TO-BANK_C-ACT-C-001                00
TRX-E-000200ACT-E-005  00000000000020260217101530XFER-TO-BANK_B-ACT-B-006                00
TRX-E-000201ACT-E-002  00000000000020260217101530XFER-FROM-BANK_D-ACT-D-002              00
TRX-E-000202ACT-E-006  00000000000020260217101530XFER-TO-BANK_D-ACT-D-005                00
TRX-E-000203ACT-E-007  00000000000020260217101530XFER-TO-BANK_B-ACT-B-004                00
TRX-E-000204ACT-E-006  00000000000020260217101530XFER-TO-BANK_A-ACT-A-005                00
TRX-E-000205ACT-E-008  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-008              00
TRX-E-000206ACT-E-001  00000000000020260217101530XFER-FROM-BANK_A-ACT-A-008              00
TRX-E-000207ACT-E-004  00000000000020260217101530XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000208ACT-E-002  00000000000020260217101530XFER-FROM-BANK_B-ACT-B-004              00
TRX-E-000209ACT-E-004  00000000000020260217101530XFER-TO-BANK_D-ACT-D-001                00
TRX-E-000210ACT-E-004  00000000000020260223525133XFER-FROM-BANK_C-ACT-C-006              00
TRX-E-000211ACT-E-005  00000000000020260223530712XFER-FROM-BANK_B-ACT-B-006              00
TRX-E-000212ACT-E-002  00000000000020260223532110XFER-TO-BANK_C-ACT-C-005                00
TRX-E-000213ACT-E-006  00000000000020260223533405XFER-TO-BANK_B-ACT-B-004                00
TRX-E-000214ACT-E-001  00000000000020260223534588XFER-TO-BANK_A-ACT-A-002                00
TRX-E-000215ACT-E-001  00000000000020260223535500XFER-FROM-BANK_A-ACT-A-003              00
TRX-E-000216ACT-E-002  00000000000020260223540665XFER-TO-BANK_A-ACT-A-002                00
TRX-E-000217ACT-E-005  00000000000020260223543099XFER-TO-BANK_C-ACT-C-003                00
TRX-E-000218ACT-E-006  00000000000020260223543594XFER-TO-BANK_B-ACT-B-005                00
TRX-E-000219ACT-E-007  00000000000020260223544594XFER-FROM-BANK_A-ACT-A-005              00
TRX-E-000220ACT-E-002  00000000000020260223545799XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000221ACT-E-007  00000000000020260223545980XFER-TO-BANK_C-ACT-C-008                00
TRX-E-000222ACT-E-007  00000000000020260223551370XFER-FROM-BANK_B-ACT-B-004              00
TRX-E-000223ACT-E-007  00000000000020260223551725XFER-FROM-BANK_D-ACT-D-003              00
TRX-E-000224ACT-E-005  00000000000020260223555325XFER-FROM-BANK_B-ACT-B-003              00
TRX-E-000225ACT-E-004  00000000000020260223560012XFER-FROM-BANK_C-ACT-C-005              00
TRX-E-000226ACT-E-008  00000000000020260223561179XFER-TO-BANK_C-ACT-C-002                00
TRX-E-000227ACT-E-005  00000000000020260223561785XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000228ACT-E-003  00000000000020260223562272XFER-TO-BANK_B-ACT-B-003                00
TRX-E-000229ACT-E-002  00000000000020260223563254XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000230ACT-E-005  00000000000020260223563334XFER-TO-BANK_A-ACT-A-001                00
TRX-E-000231ACT-E-002  00000000000020260223564312XFER-FROM-BANK_C-ACT-C-008              00
TRX-E-000232ACT-E-008  00000000000020260223564798XFER-FROM-BANK_C-ACT-C-008              00
TRX-E-000233ACT-E-004  00000000000020260223570437XFER-FROM-BANK_B-ACT-B-002              00
TRX-E-000234ACT-E-002  00000000000020260223570966XFER-TO-BANK_C-ACT-C-006                00
TRX-E-000235ACT-E-004  00000000000020260223571541XFER-FROM-BANK_C-ACT-C-002              00
TRX-E-000236ACT-E-004  00000000000020260223591934XFER-FROM-BANK_C-ACT-C-006              00
TRX-E-000237ACT-E-005  00000000000020260223593459XFER-FROM-BANK_B-ACT-B-006              00
TRX-E-000238ACT-E-002  00000000000020260223594806XFER-TO-BANK_C-ACT-C-005                00
TRX-E-000239ACT-E-006  00000000000020260223000102XFER-TO-BANK_B-ACT-B-004                00
TRX-E-000240ACT-E-001  00000000000020260223001312XFER-TO-BANK_A-ACT-A-002                00
TRX-E-000241ACT-E-001  00000000000020260223002259XFER-FROM-BANK_A-ACT-A-003              00
TRX-E-000242ACT-E-002  00000000000020260223003452XFER-TO-BANK_A-ACT-A-002                00
TRX-E-000243ACT-E-005  00000000000020260223005927XFER-TO-BANK_C-ACT-C-003                00
TRX-E-000244ACT-E-006  00000000000020260223010266Local                                   00
TRX-E-000245ACT-E-001  00000000000020260223010347Grant                                   00
TRX-E-000246ACT-E-006  00000000000020260223010431XFER-TO-BANK_B-ACT-B-005                00
TRX-E-000247ACT-E-007  00000000000020260223011449XFER-FROM-BANK_A-ACT-A-005              00
TRX-E-000248ACT-E-004  00000000000020260223011988Donation                                00
TRX-E-000249ACT-E-002  00000000000020260223012669XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000250ACT-E-004  00000000000020260223012757Co-op                                   00
TRX-E-000251ACT-E-007  00000000000020260223012847XFER-TO-BANK_C-ACT-C-008                00
TRX-E-000252ACT-E-007  00000000000020260223014202XFER-FROM-BANK_B-ACT-B-004              00
TRX-E-000253ACT-E-007  00000000000020260223014553XFER-FROM-BANK_D-ACT-D-003              00
TRX-E-000254ACT-E-005  00000000000020260223022154XFER-FROM-BANK_B-ACT-B-003              00
TRX-E-000255ACT-E-004  00000000000020260223022821XFER-FROM-BANK_C-ACT-C-005              00
TRX-E-000256ACT-E-008  00000000000020260223023980XFER-TO-BANK_C-ACT-C-002                00
TRX-E-000257ACT-E-005  00000000000020260223024606XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000258ACT-E-003  00000000000020260223025112XFER-TO-BANK_B-ACT-B-003                00
TRX-E-000259ACT-E-002  00000000000020260223030127XFER-FROM-BANK_C-ACT-C-001              00
TRX-E-000260ACT-E-005  00000000000020260223030210XFER-TO-BANK_A-ACT-A-001                00
TRX-E-000261ACT-E-002  00000000000020260223031239XFER-FROM-BANK_C-ACT-C-008              00
TRX-E-000262ACT-E-008  00000000000020260223031757XFER-FROM-BANK_C-ACT-C-008              00
TRX-E-000263ACT-E-005  00000000000020260223031850Stipend                                 00
TRX-E-000264ACT-E-004  00000000000020260223033476XFER-FROM-BANK_B-ACT-B-002              00
TRX-E-000265ACT-E-002  00000000000020260223033998XFER-TO-BANK_C-ACT-C-006                00
TRX-E-000266ACT-E-004  00000000000020260223034572XFER-FROM-BANK_C-ACT-C-002              00
TRX-E-000267ACT-E-002  00000000000020260223035026XFER-FROM-BANK_D-ACT-D-006              00
TRX-E-000268ACT-E-005  00000000000020260223040404Cooperative                             00
TRX-E-000269ACT-E-004  00000000000020260223040681XFER-TO-BANK_D-ACT-D-005                00
TRX-E-000270ACT-E-002  00000000000020260223041605XFER-FROM-BANK_B-ACT-B-002              00
TRX-E-000271ACT-E-006  00000000000020260223041935XFER-FROM-BANK_B-ACT-B-005              00
TRX-E-000272ACT-E-005  00000000000020260223042025XFER-TO-BANK_C-ACT-C-006                00
TRX-E-000273ACT-E-002  00000000000020260223042927XFER-FROM-BANK_D-ACT-D-004              00
TRX-E-000274ACT-E-008  00000000000020260223043022XFER-TO-BANK_C-ACT-C-008                00
TRX-E-000275ACT-E-004  00000000000020260223043916Donation                                00
TRX-E-000276ACT-E-008  00000000000020260223045358XFER-FROM-BANK_A-ACT-A-002              00
TRX-E-000277ACT-E-007  00000000000020260223050086XFER-TO-BANK_D-ACT-D-003                00
TRX-E-000278ACT-E-005  00000000000020260223051493XFER-TO-BANK_A-ACT-A-001                00
TRX-E-000279ACT-E-007  00000000000020260223054245XFER-TO-BANK_A-ACT-A-007                00
TRX-E-000280ACT-E-008  00000000000020260223055437XFER-TO-BANK_D-ACT-D-006                00
TRX-E-000281ACT-E-003 I00000041666720260223060387Monthly interest credit — ACT-E-003   00
TRX-E-000282ACT-E-004 I00000002083320260223060387Monthly interest credit — ACT-E-004   00
TRX-E-000283ACT-E-006 I00000050000020260223060387Monthly interest credit — ACT-E-006   00
TRX-E-000284ACT-E-008 I00000014166720260223060387Monthly interest credit — ACT-E-008   00
TRX-E-000285ACT-E-002  00000000000020260223061302XFER-FROM-BANK_B-ACT-B-002              00
TRX-E-000286ACT-E-002  00000000000020260223062861XFER-TO-BANK_A-ACT-A-005                00
TRX-E-000287ACT-E-006  00000000000020260223063729XFER-FROM-BANK_B-ACT-B-001              00
TRX-E-000288ACT-E-003  00000000000020260223065513XFER-FROM-BANK_A-ACT-A-003              00
TRX-E-000289ACT-E-004  00000000000020260223065597XFER-TO-BANK_A-ACT-A-001                00
TRX-E-000290ACT-E-005  00000000000020260223070190XFER-FROM-BANK_C-ACT-C-004              00
TRX-E-000291ACT-E-002  00000000000020260223070828XFER-FROM-BANK_C-ACT-C-005              00
TRX-E-000292ACT-E-008  00000000000020260223071539Co-op                                   00
